"creditpolicy","loanamnt","term","intrate","grade","emplength","targetloanstatus","dti","inqlast6mths","revolbal","revolutil","totalacc","delin2years","homeowner","logannualinc","ratioacc","verified","purpose_mod"
"1",25000,36,0.1186,"B",10,"0",22.28,0,55508,0.434,40,"N","Y",11.65269,0.425,"Y","debt_consolidation"
"1",14000,36,0.1435,"C",5,"0",11.91,3,12324,0.474,8,"N","N",10.93311,0.75,"Y","debt_consolidation"
"1",16000,60,0.1361,"C",3,"0",3.84,0,7025,0.502,9,"N","Y",11.51293,0.5555556,"Y","wedding"
"1",10000,36,0.0788,"A",8,"0",9.15,2,30300,0.374,37,"N","Y",11.56172,0.2702703,"N","debt_consolidation"
"1",20000,60,0.1186,"B",10,"0",1.21,1,1267,0.109,25,"N","Y",10.88938,0.24,"Y","home_improvement"
"1",3000,36,0.1112,"B",2,"0",8.14,1,3145,0.449,11,"N","N",10.26813,1,"N","credit_card"
"1",7000,36,0.1323,"C",10,"0",8.69,0,12318,0.684,26,"N","N",11.17044,0.5769231,"N","credit_card"
"1",5000,36,0.1323,"C",10,"0",8.88,1,6456,0.576,18,"N","Y",10.30895,0.6111111,"N","debt_consolidation"
"1",20000,36,0.1149,"B",4,"0",16.8,0,49692,0.893,22,"N","Y",11.53273,0.4090909,"Y","debt_consolidation"
"1",7750,36,0.1112,"B",4,"0",21.37,2,20031,0.723,22,"N","Y",11.35041,0.3181818,"N","moving"
"1",11000,36,0.1038,"B",1,"0",20.34,1,16288,0.317,35,"N","N",10.64542,0.2857143,"N","debt_consolidation"
"1",2100,36,0.0751,"A",10,"0",12.61,0,7625,0.587,28,"N","Y",10.47141,0.3571429,"Y","debt_consolidation"
"1",18000,36,0.0751,"A",10,"0",10.02,1,17769,0.243,34,"N","Y",11.46167,0.3823529,"Y","other"
"1",5000,60,0.183,"F",3,"1",0.75,2,142,0.109,7,"N","N",10.08581,0.4285714,"Y","small_business"
"1",6000,36,0.1398,"C",10,"0",20.25,0,16879,0.659,42,"N","Y",11.22228,0.4761905,"Y","moving"
"1",5000,60,0.1645,"E",2,"0",9.5,0,2587,0.958,12,"N","Y",10.77896,0.5,"Y","debt_consolidation"
"1",11200,36,0.1398,"C",10,"0",11.04,2,13747,0.247,27,"N","N",11.51309,0.5555556,"N","other"
"1",9200,60,0.0788,"A",0,"0",3.07,2,2750,0.056,18,"N","Y",9.798127,0.6111111,"Y","home_improvement"
"1",24000,60,0.1361,"C",6,"0",17.72,0,30166,0.77,38,"N","Y",11.02354,0.1842105,"Y","debt_consolidation"
"1",10000,36,0.1323,"C",4,"0",16.86,0,10217,0.627,14,"N","N",10.51867,0.6428571,"N","debt_consolidation"
"1",1600,36,0.1398,"C",4,"0",17.63,0,4499,0.75,17,"N","N",10.77896,0.4117647,"N","moving"
"1",8000,60,0.1595,"D",10,"0",18.59,0,5285,0.217,15,"N","N",10.38591,0.6666667,"Y","house"
"1",14400,36,0.1361,"C",3,"0",10.27,1,12188,0.549,21,"N","N",10.70324,0.6190476,"Y","debt_consolidation"
"1",10000,60,0.1112,"B",5,"0",11.57,1,8840,0.597,27,"N","Y",10.69883,0.2592593,"Y","debt_consolidation"
"1",25000,36,0.1075,"B",3,"0",21.2,0,9677,0.194,38,"N","Y",12.20607,0.2631579,"Y","small_business"
"1",2200,36,0.0788,"A",1,"0",1.2,2,770,0.148,13,"N","N",9.615805,0.2307692,"Y","small_business"
"1",25000,36,0.1941,"F",7,"0",16.57,0,13567,0.545,15,"N","N",11.18631,0.2,"Y","debt_consolidation"
"1",20000,36,0.1149,"B",3,"0",20.95,0,17368,0.446,14,"N","N",10.81986,0.5714286,"Y","debt_consolidation"
"1",3000,36,0.1149,"B",10,"0",3.57,1,3748,0.636,14,"N","N",10.75799,0.6428571,"Y","debt_consolidation"
"1",2950,36,0.1075,"B",2,"0",2.92,2,1301,0.325,5,"N","Y",10.30895,0.8,"N","debt_consolidation"
"1",3500,36,0.1186,"B",5,"0",2.72,1,5059,0.46,10,"N","N",11.0021,0.5,"N","major_purchase"
"1",11000,36,0.1186,"B",8,"0",24.76,1,12768,0.608,21,"N","N",10.54402,0.5714286,"N","credit_card"
"1",12000,60,0.1186,"B",4,"0",11.64,0,4319,0.257,30,"N","N",10.25238,0.1666667,"Y","debt_consolidation"
"1",14000,36,0.1112,"B",8,"0",6.78,0,13944,0.53,10,"Y","Y",11.0021,0.5,"N","debt_consolidation"
"1",25000,36,0.1521,"D",10,"0",17.25,0,62950,0.793,23,"N","N",12.04355,0.2608696,"Y","debt_consolidation"
"1",4000,36,0.0714,"A",3,"0",22.18,2,5584,0.131,25,"N","Y",10.77896,0.64,"N","major_purchase"
"1",10000,36,0.0751,"A",4,"1",16.8,0,71252,0.528,33,"N","Y",11.01863,0.3030303,"Y","debt_consolidation"
"1",10000,36,0.1398,"C",2,"0",23.88,0,14636,0.687,21,"N","N",10.30895,0.5238095,"Y","credit_card"
"1",18000,60,0.1186,"B",1,"0",22.38,0,10293,0.774,14,"N","N",10.59663,0.5,"Y","debt_consolidation"
"1",2800,60,0.1361,"C",1,"0",24.69,0,24612,0.735,15,"N","N",10.81986,0.6,"Y","major_purchase"
"1",4500,60,0.1398,"C",1,"0",5.21,0,2732,0.488,10,"N","N",11.2772,0.5,"N","moving"
"1",3900,36,0.0751,"A",2,"0",14.54,1,9231,0.337,12,"N","N",10.16585,0.5,"N","debt_consolidation"
"1",24000,60,0.1186,"B",0,"0",19.98,3,33383,0.506,55,"N","Y",11.35041,0.1818182,"Y","debt_consolidation"
"1",8400,60,0.1398,"C",5,"1",15.02,2,12654,0.695,17,"N","N",11.18442,0.6470588,"N","educational"
"1",8800,60,0.1719,"E",4,"1",3.21,0,3412,0.975,9,"N","N",11.08214,0.2222222,"Y","credit_card"
"1",2500,60,0.1595,"D",4,"0",7.75,2,366,0.366,3,"N","N",9.472705,0.6666667,"Y","other"
"1",14000,60,0.1558,"D",2,"0",20.98,0,7250,0.493,34,"N","Y",10.81978,0.6470588,"Y","debt_consolidation"
"1",3000,36,0.0788,"A",4,"0",10.45,0,11185,0.38,30,"N","N",11.54248,0.3666667,"Y","major_purchase"
"1",8000,36,0.0788,"A",10,"0",3.97,1,7117,0.442,20,"N","Y",10.96813,0.25,"N","other"
"1",8400,36,0.0788,"A",2,"0",17.82,2,11480,0.204,34,"N","N",11.12726,0.6176471,"Y","debt_consolidation"
"1",7800,36,0.0788,"A",1,"0",19.11,3,5007,0.345,44,"N","Y",11.09741,0.2954545,"Y","home_improvement"
"1",10200,60,0.1632,"D",2,"0",16.07,0,5023,0.966,30,"Y","Y",11.23844,0.2333333,"Y","home_improvement"
"1",12000,36,0.1075,"B",3,"0",20.25,0,12373,0.362,17,"N","N",10.40426,0.8235294,"N","debt_consolidation"
"1",5500,36,0.1323,"C",10,"0",23.79,0,17314,0.679,5,"N","Y",10.21596,1,"N","debt_consolidation"
"1",8400,36,0.0788,"A",1,"0",13.1,0,13722,0.584,41,"N","Y",11.15625,0.3902439,"N","debt_consolidation"
"1",23000,60,0.1361,"C",6,"0",10.74,0,23779,0.729,23,"N","Y",11.3266,0.6956522,"Y","credit_card"
"1",25000,60,0.1521,"D",10,"1",10.53,0,66313,0.932,20,"N","Y",11.91839,0.25,"Y","credit_card"
"1",4000,36,0.0676,"A",1,"0",10.62,1,30,0.002,10,"N","N",10.16585,0.7,"N","major_purchase"
"1",6000,36,0.1186,"B",2,"0",1.78,0,2846,0.335,38,"N","Y",11.12732,0.1578947,"N","home_improvement"
"1",17000,36,0.1682,"E",7,"0",10.8,0,15703,0.94,11,"N","N",10.8177,0.7272727,"N","debt_consolidation"
"1",1750,36,0.0676,"A",4,"0",7.48,0,2867,0.167,6,"N","N",9.472397,1,"Y","major_purchase"
"1",6000,36,0.1521,"D",10,"0",13.81,1,7092,0.763,18,"N","N",11.22524,0.6111111,"Y","other"
"1",2000,36,0.1472,"C",9,"0",12.69,0,1104,0.789,4,"N","N",10.41043,0.75,"Y","other"
"1",10000,36,0.0788,"A",5,"0",23.7,0,10107,0.184,27,"Y","N",10.59663,0.6666667,"Y","credit_card"
"1",1000,36,0.0676,"A",4,"0",9.48,0,4356,0.343,27,"N","Y",9.92818,0.2592593,"N","small_business"
"1",5000,36,0.0676,"A",5,"0",9.91,0,4831,0.112,28,"N","Y",11.31447,0.4285714,"N","major_purchase"
"1",4000,36,0.0788,"A",2,"0",5.39,0,9373,0.277,13,"N","N",10.94729,0.6153846,"Y","credit_card"
"1",24000,60,0.1112,"B",2,"0",11.99,2,1726,0.061,20,"N","Y",11.13079,0.3,"Y","home_improvement"
"1",25000,36,0.1645,"E",4,"0",12.83,0,24871,0.885,19,"Y","Y",11.5832,0.5263158,"Y","debt_consolidation"
"1",6000,36,0.1038,"B",8,"0",9.12,1,7271,0.32,13,"N","N",11.42959,0.6153846,"N","debt_consolidation"
"1",8800,36,0.0788,"A",1,"0",12.63,1,46086,0.58,27,"N","N",11.4425,0.4074074,"Y","credit_card"
"1",4000,36,0.0751,"A",6,"0",14.56,1,23313,0.445,23,"N","Y",10.84934,0.4782609,"N","car"
"1",5125,36,0.1186,"B",2,"0",10.16,0,12674,0.812,17,"N","N",11.0021,0.3529412,"N","credit_card"
"1",24250,36,0.1941,"F",1,"0",9.61,2,51911,0.93,34,"Y","Y",12.61154,0.1470588,"Y","home_improvement"
"1",12500,60,0.1558,"D",10,"0",16.5,2,5628,0.654,40,"N","Y",11.28978,0.4,"Y","debt_consolidation"
"1",5000,36,0.1186,"B",8,"0",7,1,15840,0.53,16,"N","Y",11.28978,0.75,"N","major_purchase"
"1",20500,60,0.1361,"C",10,"0",19.35,1,33003,0.831,16,"N","Y",10.72327,0.5,"Y","credit_card"
"1",6000,60,0.1682,"E",2,"0",24.26,0,0,0,14,"Y","N",10.45737,0.9285714,"Y","other"
"1",4000,36,0.1149,"B",7,"0",1.1,0,1065,0.095,12,"N","Y",10.46322,0.1666667,"Y","major_purchase"
"1",4800,36,0.0714,"A",1,"0",16.39,0,9131,0.237,11,"N","N",11.25156,0.7272727,"N","major_purchase"
"1",8000,36,0.0676,"A",2,"0",7.29,1,1979,0.471,23,"N","Y",11.73607,0.3043478,"Y","major_purchase"
"1",5000,36,0.1038,"B",7,"0",11.64,2,5054,0.085,60,"N","N",11.15619,0.2666667,"N","debt_consolidation"
"1",5000,36,0.1398,"C",3,"0",0.92,0,2241,0.498,6,"N","N",11.08214,0.6666667,"N","debt_consolidation"
"1",1500,36,0.0788,"A",7,"0",4.14,1,7171,0.383,22,"N","Y",11.0822,0.4545455,"N","major_purchase"
"1",2000,36,0.1398,"C",1,"0",4.32,2,0,0,3,"N","N",10.42228,0.6666667,"N","moving"
"1",11500,60,0.1756,"E",2,"1",22.22,2,7802,0.813,14,"N","N",10.55581,0.7857143,"Y","house"
"1",10000,36,0.1186,"B",3,"0",13.95,0,9851,0.495,17,"N","N",11.22524,0.6470588,"N","credit_card"
"1",10500,36,0.1558,"D",1,"1",20.95,1,5236,0.595,23,"N","N",10.81978,0.3913043,"N","other"
"1",9150,60,0.1323,"C",4,"0",20.77,0,15111,0.804,27,"N","N",10.49127,0.3333333,"Y","debt_consolidation"
"1",2400,36,0.1323,"C",10,"0",11.11,0,13036,0.785,24,"N","Y",11.07906,0.3333333,"Y","educational"
"1",11200,60,0.1595,"D",3,"0",19.7,0,10456,0.823,11,"N","N",10.77896,1,"Y","debt_consolidation"
"1",10000,60,0.1398,"C",4,"0",13.66,3,7232,0.964,16,"N","N",10.27505,0.3125,"N","debt_consolidation"
"1",12000,36,0.1361,"C",1,"0",10.32,3,16733,0.456,20,"N","N",10.859,0.55,"N","credit_card"
"1",1200,36,0.1472,"C",10,"0",19.03,2,14863,0.917,27,"N","Y",11.07442,0.6296296,"N","other"
"1",8000,36,0.1595,"D",4,"0",8.49,2,17524,0.701,4,"N","Y",11.15625,0.75,"Y","wedding"
"1",25000,60,0.1186,"B",7,"1",3.09,0,21666,0.513,35,"N","N",10.93311,0.3714286,"Y","debt_consolidation"
"1",6000,36,0.1149,"B",8,"1",17.31,1,48614,0.626,21,"N","Y",11.31447,0.2857143,"Y","credit_card"
"1",11000,36,0.0751,"A",5,"0",0,1,0,0,36,"N","N",11.22524,0.3055556,"Y","wedding"
"1",12250,60,0.209,"G",5,"0",9.35,0,12544,0.95,7,"N","Y",10.54534,0.5714286,"Y","home_improvement"
"1",10000,36,0.1361,"C",10,"0",9.17,0,5054,0.825,21,"N","Y",10.99625,0.1904762,"Y","debt_consolidation"
"1",10000,36,0.1075,"B",3,"0",4.39,3,2103,0.28,22,"Y","N",10.54545,0.3181818,"Y","debt_consolidation"
"1",10000,36,0.1435,"C",5,"0",6.38,0,6834,0.616,5,"N","Y",10.46322,0.6,"Y","other"
"1",10000,36,0.1075,"B",7,"0",11.58,0,17466,0.704,11,"N","N",11.12726,0.3636364,"N","credit_card"
"1",6000,36,0.1038,"B",3,"0",24.24,1,17227,0.453,31,"N","N",10.91509,0.516129,"N","debt_consolidation"
"1",2400,36,0.0751,"A",2,"0",12.02,1,15188,0.55,13,"N","Y",10.80973,0.4615385,"N","major_purchase"
"1",4000,36,0.0788,"A",2,"0",7.44,0,12067,0.437,18,"N","N",10.59663,0.3888889,"N","moving"
"1",25000,36,0.1112,"B",10,"0",12.35,0,34228,0.402,34,"N","Y",11.83501,0.2941176,"Y","credit_card"
"1",20000,36,0.1038,"B",4,"0",11.61,0,60303,0.466,15,"N","Y",11.03489,0.4,"Y","debt_consolidation"
"1",18125,36,0.1484,"D",10,"0",4.94,0,8885,0.863,16,"N","Y",11.23812,0.3125,"Y","debt_consolidation"
"1",1200,60,0.1645,"E",2,"0",10.54,1,3565,0.99,16,"N","N",11.37366,0.375,"N","vacation"
"1",6000,36,0.0788,"A",1,"0",8.91,4,1167,0.011,55,"N","Y",10.71442,0.3090909,"N","major_purchase"
"1",20000,60,0.1323,"C",10,"0",12.42,0,10994,0.552,22,"N","Y",11.64489,0.3181818,"Y","credit_card"
"1",7500,36,0.0788,"A",1,"0",14.1,1,77875,0.726,24,"Y","Y",11.86358,0.3333333,"Y","major_purchase"
"1",8500,36,0.0751,"A",1,"0",24.91,3,9440,0.224,51,"N","Y",11.60824,0.3529412,"Y","debt_consolidation"
"1",10000,36,0.0714,"A",1,"0",15.98,1,120123,0.389,34,"N","Y",11.58058,0.2647059,"Y","credit_card"
"1",13750,36,0.0751,"A",6,"0",11.12,0,8561,0.121,21,"N","Y",11.0021,0.6190476,"N","debt_consolidation"
"1",1000,36,0.1595,"D",3,"0",1.06,1,1916,0.958,20,"Y","N",10.12663,0.4,"N","debt_consolidation"
"1",10500,60,0.1149,"B",10,"1",20.16,5,6847,0.329,30,"N","Y",10.51134,0.4333333,"N","credit_card"
"1",4000,60,0.1521,"D",10,"0",15.34,2,2581,0.184,29,"N","Y",10.81978,0.4827586,"N","major_purchase"
"1",15000,36,0.0751,"A",10,"0",19.95,1,11277,0.137,28,"N","Y",11.22524,0.3928571,"N","debt_consolidation"
"1",1000,36,0.0788,"A",0,"1",19,2,1761,0.245,10,"N","N",9.392662,0.8,"N","vacation"
"1",13000,36,0.1112,"B",1,"0",6.07,0,2256,0.256,7,"N","N",11.0822,0.7142857,"Y","major_purchase"
"1",10000,60,0.1398,"C",5,"0",13.87,2,4212,0.248,16,"N","Y",11.15625,0.4375,"N","debt_consolidation"
"1",7000,36,0.0714,"A",3,"0",3.14,2,2656,0.295,8,"N","Y",10.42228,0.875,"Y","major_purchase"
"1",14000,36,0.1323,"C",9,"0",22.68,1,7738,0.534,21,"N","N",10.79949,0.4285714,"Y","debt_consolidation"
"1",13750,60,0.1719,"E",9,"0",22.57,0,1465,0.666,23,"N","N",10.77896,0.2173913,"Y","debt_consolidation"
"1",3000,36,0.0676,"A",4,"0",24.94,0,7046,0.226,30,"N","Y",10.93311,0.2666667,"Y","major_purchase"
"1",7500,36,0.1323,"C",10,"0",0,2,0,0,21,"N","Y",11.15131,0.2380952,"Y","home_improvement"
"1",6000,36,0.0676,"A",3,"0",8.02,0,1719,0.052,19,"N","Y",10.81978,0.3684211,"N","other"
"1",7000,36,0.0751,"A",10,"0",4.45,0,19503,0.728,8,"N","N",11.12726,0.75,"N","small_business"
"1",6000,36,0.1149,"B",8,"0",8.29,0,7563,0.72,4,"N","N",10.03819,1,"Y","other"
"1",8000,60,0.1149,"B",4,"0",14.98,0,3089,0.238,26,"N","N",11.0021,0.3846154,"Y","credit_card"
"1",16000,60,0.1149,"B",7,"1",10.53,1,48774,0.491,36,"N","Y",11.56172,0.5555556,"N","debt_consolidation"
"1",6000,60,0.1075,"B",6,"0",1.8,2,1919,0.171,6,"N","N",10.30895,0.8333333,"Y","debt_consolidation"
"1",8000,36,0.1149,"B",10,"0",6.22,0,3199,0.204,21,"Y","Y",11.0822,0.5238095,"N","other"
"1",25000,36,0.1632,"D",2,"0",11.28,0,26317,0.795,14,"N","N",11.40756,0.6428571,"Y","debt_consolidation"
"1",7000,60,0.1398,"C",5,"0",12.91,0,4968,0.857,4,"N","Y",10.12663,0.75,"N","debt_consolidation"
"1",3000,36,0.0751,"A",10,"0",14.19,0,4325,0.349,27,"N","Y",10.98446,0.3333333,"N","other"
"1",4800,36,0.1361,"C",1,"0",14.93,1,2911,0.549,17,"N","N",10.37349,0.4705882,"N","moving"
"1",5000,60,0.1521,"D",8,"1",10.38,1,5045,0.711,16,"N","N",11.31447,0.6875,"Y","house"
"1",15000,36,0.0788,"A",6,"0",10.35,1,42135,0.666,25,"N","Y",11.4085,0.4,"N","debt_consolidation"
"1",14000,60,0.1186,"B",6,"0",17.4,0,2592,0.109,16,"Y","N",11.0021,0.25,"N","debt_consolidation"
"1",4400,60,0.1112,"B",10,"1",19.85,1,4774,0.273,27,"N","Y",10.6046,0.3333333,"N","other"
"1",7000,36,0.0788,"A",5,"0",17.17,2,7291,0.493,27,"N","Y",11.07442,0.4074074,"Y","debt_consolidation"
"1",15000,60,0.1719,"E",8,"0",10.4,2,6485,0.98,8,"N","Y",10.78643,0.375,"N","major_purchase"
"1",6500,60,0.1398,"C",1,"0",0.11,1,42,0.045,23,"Y","N",10.89674,0.6086957,"N","car"
"1",18000,36,0.0751,"A",10,"0",9.54,1,30122,0.148,28,"N","Y",11.95118,0.3571429,"Y","debt_consolidation"
"1",6000,36,0.1521,"D",0,"0",13.2,2,5385,0.78,34,"N","Y",10.49127,0.2647059,"N","major_purchase"
"1",11000,60,0.1075,"B",10,"1",22.92,0,13010,0.557,34,"N","Y",11.25185,0.2647059,"Y","credit_card"
"1",3200,60,0.1398,"C",2,"0",12.08,3,1037,0.494,11,"Y","N",10.30895,0.5454545,"Y","home_improvement"
"1",9600,60,0.1521,"D",2,"0",14.05,0,9300,0.628,9,"N","N",10.83958,0.5555556,"Y","debt_consolidation"
"1",13000,60,0.1186,"B",1,"0",23.2,1,5085,0.247,26,"N","N",10.64542,0.2307692,"N","debt_consolidation"
"1",6000,36,0.1038,"B",7,"0",18.12,0,1711,0.306,22,"N","Y",11.0021,0.4545455,"Y","debt_consolidation"
"1",10000,36,0.1361,"C",4,"0",15.84,1,8130,0.55,13,"Y","N",11.69525,0.6153846,"N","other"
"1",2800,36,0.1521,"D",1,"0",14.02,3,3016,0.569,6,"N","N",9.942708,1,"Y","other"
"1",10000,36,0.0788,"A",2,"0",14.41,0,4655,0.739,28,"N","Y",11.0219,0.2142857,"Y","home_improvement"
"1",2000,36,0.1361,"C",10,"0",8.32,2,4292,0.913,19,"N","N",10.66886,0.1578947,"Y","debt_consolidation"
"1",20000,60,0.1361,"C",8,"0",12.98,1,20984,0.275,20,"N","Y",11.51293,0.75,"Y","debt_consolidation"
"1",1800,36,0.1075,"B",0,"0",5.08,1,1462,0.074,12,"N","N",9.574983,0.8333333,"N","educational"
"1",10000,36,0.1323,"C",4,"0",7.68,0,3817,0.812,6,"N","N",10.859,0.8333333,"Y","other"
"1",10000,36,0.0751,"A",9,"0",0,0,0,0,13,"N","Y",10.37362,0.5384615,"Y","other"
"1",8000,36,0.1149,"B",1,"1",23.74,1,16041,0.76,38,"N","N",11.0021,0.5263158,"Y","debt_consolidation"
"1",8000,60,0.1521,"D",5,"1",21.43,0,10676,0.809,26,"N","N",10.27505,0.6153846,"Y","debt_consolidation"
"1",1200,60,0.0788,"A",3,"0",3.5,0,1204,0.027,24,"N","N",10.08581,0.625,"N","debt_consolidation"
"1",12000,60,0.1112,"B",3,"0",14.43,0,2495,0.058,33,"N","Y",11.31618,0.2727273,"Y","home_improvement"
"1",18000,60,0.1149,"B",5,"0",18.42,0,13659,0.767,13,"N","N",10.67508,0.4615385,"Y","debt_consolidation"
"1",25000,60,0.1186,"B",10,"0",1.98,2,27892,0.486,44,"N","Y",13.48701,0.2045455,"Y","debt_consolidation"
"1",8000,36,0.1398,"C",4,"0",19.24,1,11181,0.932,13,"N","N",10.30895,0.6153846,"N","debt_consolidation"
"1",7000,36,0.0714,"A",8,"0",11.66,2,343,0.006,30,"N","Y",10.95081,0.4333333,"N","car"
"1",11500,36,0.0751,"A",4,"0",6.1,0,7319,0.316,12,"N","Y",10.75364,0.5833333,"N","debt_consolidation"
"1",4500,36,0.1472,"C",7,"0",12.52,1,33054,0.828,10,"N","N",11.41586,0.8,"N","home_improvement"
"1",6250,36,0.0676,"A",10,"0",11.19,1,13972,0.202,23,"N","Y",10.61009,0.6086957,"Y","debt_consolidation"
"1",22000,36,0.1719,"E",6,"0",9.51,2,3041,0.724,42,"Y","Y",11.08214,0.2380952,"Y","debt_consolidation"
"1",5400,36,0.1038,"B",7,"0",24.14,1,2951,0.261,14,"N","N",10.18112,0.6428571,"Y","other"
"1",10000,36,0.0751,"A",4,"0",10.34,2,10096,0.36,17,"N","Y",11.46167,0.7058824,"Y","debt_consolidation"
"1",15000,60,0.1756,"E",4,"0",13.04,0,14396,0.929,16,"N","N",10.51867,0.5,"Y","debt_consolidation"
"1",2100,60,0.1361,"C",3,"1",3.84,2,2536,0.173,16,"N","Y",10.91502,0.375,"Y","major_purchase"
"1",22000,36,0.1075,"B",3,"0",2.74,2,28318,0.584,21,"N","Y",11.98293,0.5714286,"Y","small_business"
"1",4900,60,0.1558,"D",8,"0",6.1,3,720,0.16,11,"N","Y",10.81978,0.6363636,"Y","debt_consolidation"
"1",8000,60,0.06,"D",4,"0",15.7,0,30114,0.851,27,"N","Y",11.35036,0.2962963,"Y","home_improvement"
"1",5000,36,0.1521,"D",3,"1",14.8,2,1783,0.238,33,"N","N",11.69525,0.3939394,"Y","other"
"1",10000,36,0.1075,"B",3,"0",4.41,0,7716,0.671,17,"N","Y",10.80973,0.2352941,"N","home_improvement"
"1",18000,60,0.1867,"F",10,"0",15.77,3,7774,0.933,38,"N","Y",11.66097,0.2894737,"Y","debt_consolidation"
"1",4000,36,0.1112,"B",5,"0",24.38,0,10068,0.694,19,"N","N",9.862666,0.5263158,"N","debt_consolidation"
"1",5000,36,0.0714,"A",4,"0",1.59,0,1152,0.25,11,"N","Y",10.18112,0.4545455,"N","home_improvement"
"1",7000,36,0.1472,"C",7,"0",11.39,1,5537,0.622,44,"N","Y",11.31443,0.25,"N","debt_consolidation"
"1",5000,36,0.1186,"B",8,"0",16.16,0,15160,0.913,8,"N","N",10.79958,0.75,"N","major_purchase"
"1",15000,60,0.1361,"C",7,"0",11.86,0,31835,0.935,17,"N","N",11.69525,0.4117647,"Y","debt_consolidation"
"1",14000,60,0.1186,"B",6,"0",15.35,1,15459,0.432,32,"N","N",11.30319,0.5,"N","debt_consolidation"
"1",24250,60,0.1323,"C",6,"0",21.21,0,39107,0.77,17,"N","N",11.52292,0.5294118,"Y","debt_consolidation"
"1",25000,60,0.1323,"C",6,"0",21.32,0,11620,0.599,22,"N","Y",11.0021,0.3636364,"Y","debt_consolidation"
"1",5600,36,0.1149,"B",9,"0",5.98,1,9515,0.202,26,"N","Y",10.98529,0.4615385,"Y","major_purchase"
"1",8000,60,0.1558,"D",6,"0",10.77,1,6407,0.582,22,"N","Y",11.33857,0.4090909,"Y","major_purchase"
"1",9700,36,0.1361,"C",1,"0",22.92,0,28295,0.735,20,"N","N",11.0021,0.65,"N","debt_consolidation"
"1",8000,36,0.1186,"B",10,"0",12.3,0,4784,0.155,36,"Y","Y",11.51293,0.4722222,"Y","major_purchase"
"1",13750,60,0.1632,"D",4,"0",18.84,1,13155,0.441,23,"N","Y",10.30895,0.6521739,"Y","other"
"1",2500,36,0.1186,"B",10,"0",9.49,2,6785,0.905,9,"N","Y",9.837348,0.5555556,"N","other"
"1",10000,36,0.1323,"C",0,"0",12.6,1,9347,0.663,14,"N","N",10.08581,0.2857143,"N","debt_consolidation"
"1",7000,60,0.1558,"D",5,"0",2.16,3,1351,0.54,6,"N","N",10.08581,0.6666667,"N","moving"
"1",1500,36,0.1472,"C",2,"0",12.89,1,618,0.441,12,"N","N",9.980449,0.5,"Y","other"
"1",6000,36,0.1558,"D",1,"0",6.32,0,21845,0.971,10,"N","N",11.55215,0.3,"N","other"
"1",8400,36,0.0714,"A",4,"0",4.1,0,8761,0.087,48,"N","Y",11.69525,0.375,"N","major_purchase"
"1",13000,36,0.1398,"C",4,"0",11.74,2,11195,0.762,33,"N","Y",10.91509,0.2121212,"N","credit_card"
"1",13000,36,0.1323,"C",1,"0",22.02,1,13274,0.388,24,"N","Y",11.0822,0.4166667,"N","debt_consolidation"
"1",19200,36,0.1521,"D",3,"0",12.89,0,6814,0.48,10,"N","N",10.91509,0.7,"Y","major_purchase"
"1",5000,60,0.1361,"C",10,"1",13.61,0,3028,0.841,10,"N","N",10.50977,0.3,"N","major_purchase"
"1",12000,36,0.1038,"B",2,"0",14.71,0,52384,0.792,41,"N","Y",12.20607,0.3414634,"Y","wedding"
"1",20000,60,0.1361,"C",10,"0",17.78,0,58557,0.661,34,"N","Y",11.90497,0.3823529,"Y","credit_card"
"1",4000,36,0.0714,"A",3,"0",4.3,1,1078,0.056,26,"N","Y",10.9682,0.4230769,"N","wedding"
"1",8500,36,0.0751,"A",1,"0",5.62,1,1243,0.055,11,"N","N",10.69194,0.4545455,"N","debt_consolidation"
"1",5400,60,0.1558,"D",10,"0",2.55,1,203,0.015,28,"Y","Y",11.40756,0.3571429,"N","home_improvement"
"1",8300,36,0.0788,"A",4,"0",24.8,1,39251,0.671,23,"N","N",11.3266,0.2173913,"N","debt_consolidation"
"1",25000,36,0.1186,"B",3,"0",22.95,1,17546,0.309,36,"N","Y",11.0822,0.4166667,"Y","other"
"1",6000,60,0.1112,"B",10,"0",1.06,3,10646,0.491,20,"N","N",11.0021,0.55,"N","credit_card"
"1",21000,60,0.1186,"B",3,"0",15.67,3,6033,0.243,46,"N","Y",11.52292,0.2391304,"Y","debt_consolidation"
"1",22000,60,0.1867,"F",4,"0",13.16,0,11024,0.264,42,"Y","Y",11.26416,0.5,"Y","credit_card"
"1",15000,60,0.1323,"C",1,"0",14.91,1,3954,0.391,43,"Y","N",11.35041,0.1860465,"Y","debt_consolidation"
"1",5500,36,0.1323,"C",2,"1",15.2,0,8769,0.715,22,"N","N",11.0021,0.7727273,"N","medical"
"1",12000,60,0.1793,"E",10,"1",23.62,1,9582,0.434,32,"Y","Y",11.18442,0.65625,"N","vacation"
"1",14400,60,0.1149,"B",1,"0",20.28,0,14246,0.661,24,"N","N",10.30895,0.4166667,"N","debt_consolidation"
"1",1000,60,0.1521,"D",0,"1",22.2,0,5397,0.81,15,"N","N",9.392662,0.6,"N","other"
"1",3300,60,0.1323,"C",7,"1",18.88,0,0,0,4,"N","N",10.32561,0.5,"N","other"
"1",1400,60,0.1112,"B",2,"1",22.38,1,127,0.025,16,"N","Y",10.31692,0.625,"Y","home_improvement"
