"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","revolbal_bin","verified","purpose_mod"
"1",7000,36,0.1284,235.33,"C",2,"Default",3,2,6,0.197,6,"N","N","N","Gp1","Gp2","N","other"
"1",10350,60,0.2062,277.8,"F",3,"Default",18,1,11,0.546,14,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"1",15000,36,0.1218,499.5,"B",8,"Default",21.24,0,6,0.318,10,"N","N","Y","Gp2","Gp3","Y","debt_consolidation"
"1",10000,36,0.1037,324.42,"B",5,"Default",1.74,0,2,0.118,10,"N","N","N","Gp1","Gp1","Y","car"
"1",3000,36,0.1398,102.51,"C",10,"Default",16.51,2,6,0.48,12,"Y","N","N","Gp2","Gp4","Y","debt_consolidation"
"0",6000,60,0.152,143.38,"D",3,"Default",12.1,4,2,0,3,"N","N","N","Gp1","Gp1","Y","other"
"1",10000,36,0.1385,341.04,"C",3,"Default",5.44,1,8,0.401,14,"N","Y","Y","Gp1","Gp3","N","small_business"
"0",4000,36,0.1521,139.08,"D",1,"Default",22.05,4,13,0.635,31,"N","N","Y","Gp1","Gp4","N","debt_consolidation"
"1",12850,60,0.2274,360.34,"G",3,"Default",1.36,1,3,0.152,17,"N","N","N","Gp3","Gp1","Y","other"
"0",16000,36,0.1348,542.79,"C",5,"Default",3.12,7,19,0.1,39,"N","Y","Y","Gp5","Gp5","N","small_business"
"0",3500,36,0.1521,121.69,"D",10,"Default",15.2,4,4,0,7,"Y","N","N","Gp3","Gp1","N","debt_consolidation"
"1",30000,60,0.1969,789.66,"E",0,"Default",20.5,0,19,0.836,36,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"1",6800,36,0.0654,208.54,"A",0,"Default",16.04,1,17,0.467,39,"N","N","N","Gp3","Gp5","N","credit_card"
"0",5400,36,0.1482,186.72,"E",6,"Default",19.4,3,8,0.851,21,"N","Y","N","Gp2","Gp5","N","car"
"1",7200,36,0.1523,250.41,"C",2,"Default",23.45,1,10,0.085,28,"N","N","Y","Gp1","Gp1","N","other"
"0",2800,36,0.1385,95.5,"C",6,"Default",11.55,6,5,0.407,8,"N","N","Y","Gp3","Gp1","Y","home_improvement"
"1",14000,60,0.1306,318.98,"C",10,"Default",14.96,3,10,0.579,41,"Y","N","Y","Gp5","Gp4","N","debt_consolidation"
"1",14000,60,0.1862,360.25,"F",6,"Default",18.41,0,5,0.426,20,"N","N","N","Gp2","Gp1","Y","small_business"
"1",25000,36,0.1446,860.04,"D",5,"Default",9.16,2,8,0.448,16,"N","N","N","Gp5","Gp4","Y","credit_card"
"1",15600,60,0.1942,408.29,"E",5,"Default",22.78,0,13,0.73,34,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"1",4200,60,0.164,103.04,"E",4,"Default",2.95,0,3,0.917,9,"N","N","N","Gp2","Gp2","Y","car"
"0",9600,36,0.1513,333.4,"E",2,"Default",16.35,3,15,0.899,26,"N","N","N","Gp4","Gp5","N","wedding"
"1",17325,60,0.1942,453.44,"E",2,"Default",22.77,0,9,0.967,15,"N","N","N","Gp1","Gp5","Y","debt_consolidation"
"1",3000,36,0.0962,96.27,"B",4,"Default",19.92,2,7,0.24,11,"N","Y","N","Gp2","Gp1","N","small_business"
"1",1700,36,0.1059,55.33,"B",0,"Default",20.88,1,11,0.525,29,"N","N","N","Gp2","Gp5","N","debt_consolidation"
"1",24000,60,0.2085,647.26,"G",10,"Default",8.28,0,8,0.708,31,"Y","Y","N","Gp4","Gp4","Y","debt_consolidation"
"1",19750,36,0.1065,643.33,"B",4,"Default",22.8,0,12,0.542,28,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"1",12000,36,0.1316,405.25,"C",8,"Default",20.5,0,7,0.785,17,"N","N","Y","Gp4","Gp5","N","debt_consolidation"
"1",14500,36,0.1316,317.44,"C",3,"Default",24.31,1,13,0.592,26,"N","N","N","Gp3","Gp5","Y","debt_consolidation"
"0",20000,36,0.1474,690.74,"D",2,"Default",12.38,5,21,0.595,63,"N","N","Y","Gp5","Gp4","Y","debt_consolidation"
"1",8000,36,0.1036,259.5,"B",4,"Default",20.18,2,12,0.499,37,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"1",6600,60,0.1111,143.87,"B",7,"Default",3.59,0,3,0.159,12,"N","N","N","Gp2","Gp2","N","car"
"1",4800,60,0.1074,103.75,"B",4,"Default",14.28,1,18,0.289,43,"N","N","Y","Gp3","Gp4","N","medical"
"1",3500,36,0.1075,114.18,"B",1,"Default",20.15,3,9,0.667,13,"N","N","Y","Gp4","Gp2","N","home_improvement"
"1",6100,36,0.1479,210.84,"C",4,"Default",19.78,1,14,0.874,32,"N","N","Y","Gp4","Gp4","N","home_improvement"
"1",1800,36,0.1349,61.08,"C",7,"Default",10.56,0,3,0.637,3,"N","N","N","Gp2","Gp1","N","other"
"1",17475,60,0.1727,404.35,"D",10,"Default",24.84,2,11,0.688,27,"Y","N","N","Gp3","Gp4","Y","other"
"1",2500,36,0.0676,76.92,"A",5,"Default",1.87,0,7,0.031,12,"N","N","N","Gp1","Gp1","N","other"
"1",1500,36,0.1171,49.62,"B",1,"Default",2.22,1,5,0.184,11,"N","Y","N","Gp1","Gp1","N","wedding"
"1",10000,36,0.0832,314.85,"A",4,"Default",14.54,0,6,0.281,19,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"1",6125,36,0.1689,218.04,"D",1,"Default",19,0,6,0.961,17,"N","Y","Y","Gp2","Gp5","Y","debt_consolidation"
"1",3000,36,0.1399,102.52,"C",10,"Default",1.65,1,7,0.251,15,"Y","Y","Y","Gp2","Gp1","N","debt_consolidation"
"1",35000,60,0.1268,790.64,"C",10,"Default",23.99,1,19,0.245,62,"Y","N","Y","Gp4","Gp5","Y","home_improvement"
"1",7800,60,0.1299,177.44,"C",0,"Default",11.68,1,6,0.299,9,"N","N","N","Gp4","Gp2","N","other"
"1",25000,60,0.1677,618.23,"E",10,"Default",22.15,1,10,0.436,31,"Y","N","N","Gp4","Gp5","Y","debt_consolidation"
"1",3000,60,0.1399,69.79,"C",0,"Default",6.82,1,9,0.717,17,"N","N","Y","Gp3","Gp3","Y","car"
"1",4200,60,0.1557,101.18,"D",5,"Default",19.06,2,7,0.906,13,"N","N","N","Gp2","Gp3","Y","moving"
"1",15000,36,0.0963,481.41,"B",6,"Default",2.43,0,14,0.131,36,"N","N","Y","Gp5","Gp4","N","home_improvement"
"1",19200,36,0.1229,640.38,"C",10,"Default",18.93,1,9,0.828,25,"Y","N","N","Gp3","Gp4","N","debt_consolidation"
"1",2000,36,0.1269,67.09,"B",10,"Default",12.47,0,5,0.469,18,"Y","N","Y","Gp3","Gp2","N","other"
"1",5200,60,0.1727,129.99,"D",1,"Default",19.4,3,11,0.603,23,"N","N","N","Gp1","Gp2","Y","credit_card"
"1",9925,36,0.1558,346.88,"D",7,"Default",15.35,0,5,0.412,23,"N","Y","Y","Gp3","Gp1","Y","debt_consolidation"
"1",25000,36,0.1537,871.16,"D",5,"Default",23.85,3,17,0.503,42,"N","N","N","Gp5","Gp5","Y","major_purchase"
"0",25000,60,0.1521,360.3,"D",10,"Default",22.21,4,13,0.563,48,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",10800,60,0.2136,294.37,"F",7,"Default",19.81,1,5,0.998,13,"N","N","N","Gp1","Gp1","Y","small_business"
"1",24250,60,0.1756,610.01,"E",6,"Default",16.82,1,10,0.734,37,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",13475,60,0.1349,309.99,"C",10,"Default",21.89,1,7,0.658,14,"Y","N","N","Gp1","Gp3","Y","credit_card"
"0",20000,36,0.1836,726.67,"G",3,"Default",25.27,3,47,0.355,61,"N","N","Y","Gp5","Gp5","N","small_business"
"1",15000,36,0.079,469.36,"A",9,"Default",9.83,0,9,0.524,13,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"1",3500,36,0.1372,119.15,"C",0,"Default",15.58,2,6,0.797,35,"N","N","Y","Gp3","Gp3","N","home_improvement"
"1",5600,36,0.1527,194.87,"C",0,"Default",24.8,2,12,0.936,19,"N","N","N","Gp4","Gp5","Y","debt_consolidation"
"0",10000,36,0.1361,339.89,"C",4,"Default",9.33,4,19,0.316,28,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"1",31000,60,0.1306,706.3,"C",10,"Default",12.9,4,10,0.017,27,"Y","N","Y","Gp4","Gp1","N","house"
"1",25000,60,0.1825,638.25,"D",5,"Default",15.04,1,8,0.384,22,"N","N","Y","Gp4","Gp3","Y","debt_consolidation"
"1",35000,60,0.1879,628.85,"E",10,"Default",24.49,3,17,0.384,18,"Y","N","Y","Gp5","Gp4","Y","other"
"1",20000,36,0.1608,387.17,"F",10,"Default",19.96,1,18,0.311,55,"Y","N","Y","Gp4","Gp4","N","debt_consolidation"
"1",12000,36,0.1461,413.71,"D",0,"Default",16.44,0,2,0.551,3,"N","N","N","Gp2","Gp1","N","other"
"1",5000,36,0.2017,186.26,"G",4,"Default",6,1,10,0.595,15,"N","N","N","Gp2","Gp3","N","small_business"
"1",20000,60,0.138,463.3,"C",4,"Default",28.58,1,12,0.493,23,"N","N","Y","Gp4","Gp4","Y","debt_consolidation"
"1",1500,36,0.1392,51.21,"C",3,"Default",20.7,1,9,0.906,16,"N","N","Y","Gp3","Gp1","N","debt_consolidation"
"1",8000,60,0.1714,199.43,"E",9,"Default",16.94,1,6,0.561,14,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"0",1000,36,0.152,34.77,"D",2,"Default",12.95,7,17,0.505,38,"N","N","N","Gp3","Gp4","Y","major_purchase"
"1",3800,36,0.1253,127.18,"C",10,"Default",20.14,1,9,0.717,34,"Y","N","N","Gp3","Gp5","Y","other"
"1",12250,36,0.1361,416.36,"C",2,"Default",23.14,0,13,0.736,15,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",32000,36,0.1523,1112.9,"C",7,"Default",7.2,1,7,0.403,32,"N","N","Y","Gp3","Gp2","Y","debt_consolidation"
"1",16000,36,0.1632,565.02,"E",7,"Default",21.46,2,16,0.825,24,"N","Y","N","Gp3","Gp5","Y","credit_card"
"1",15850,60,0.1349,364.63,"C",6,"Default",11.44,1,9,0.401,19,"N","Y","Y","Gp2","Gp3","Y","medical"
"1",12600,60,0.1599,306.35,"D",9,"Default",19.83,1,7,0.737,12,"N","N","Y","Gp2","Gp3","Y","debt_consolidation"
"1",25000,36,0.0964,802.47,"B",4,"Default",17.06,4,19,0.121,55,"N","N","Y","Gp4","Gp4","N","small_business"
"1",15000,36,0.1075,489.31,"B",3,"Default",21.89,1,7,0.516,12,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"1",5000,60,0.1298,113.72,"C",6,"Default",3.89,1,7,0.51,12,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",6500,36,0.1322,219.71,"C",1,"Default",8.64,6,4,0.188,23,"N","N","N","Gp2","Gp3","N","house"
"1",15000,60,0.1343,344.61,"C",10,"Default",16.94,2,13,0.115,24,"Y","N","Y","Gp2","Gp2","Y","small_business"
"1",15000,60,0.2089,404.88,"F",5,"Default",22.34,1,8,0.903,14,"N","N","N","Gp5","Gp4","Y","debt_consolidation"
"1",14500,36,0.0749,450.98,"A",10,"Default",0,1,7,0,18,"Y","N","Y","Gp4","Gp1","N","debt_consolidation"
"1",1275,36,0.1099,41.74,"B",0,"Default",20.59,1,15,0.582,35,"N","N","Y","Gp3","Gp4","Y","car"
"1",1500,36,0.1149,49.46,"B",1,"Default",10.87,1,6,0.046,13,"N","N","Y","Gp3","Gp1","N","home_improvement"
"1",8600,36,0.1126,282.63,"B",10,"Default",2.88,3,8,0.087,26,"Y","N","Y","Gp2","Gp1","N","other"
"1",20000,36,0.1347,678.46,"C",6,"Default",7.28,1,4,0.685,34,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",6250,36,0.1727,223.68,"D",4,"Default",13.76,0,2,0.085,15,"N","N","Y","Gp1","Gp1","Y","other"
"1",9500,60,0.1038,203.63,"B",10,"Default",13.64,0,10,0.489,29,"Y","N","Y","Gp3","Gp5","Y","small_business"
"1",25000,60,0.1399,581.58,"C",10,"Default",22.98,1,9,0.835,29,"Y","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",5000,36,0.1223,166.63,"C",2,"Default",17.64,1,11,0.472,20,"N","N","N","Gp2","Gp4","N","small_business"
"1",5000,36,0.0749,155.51,"A",4,"Default",9.06,0,16,0.49,16,"N","N","N","Gp4","Gp3","N","small_business"
"1",16000,60,0.1649,282.05,"D",2,"Default",17.93,0,10,0.457,18,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"1",15000,36,0.1799,542.22,"E",10,"Default",14.6,0,9,0.925,25,"Y","N","Y","Gp3","Gp3","Y","debt_consolidation"
"1",10500,36,0.1558,366.98,"D",0,"Default",20.95,1,9,0.595,23,"N","N","N","Gp2","Gp2","N","other"
"1",30000,60,0.1864,772.29,"E",10,"Default",9.17,0,6,0.66,29,"Y","N","Y","Gp5","Gp5","Y","credit_card"
"1",14000,36,0.1442,481.36,"D",2,"Default",17,0,6,0.701,6,"N","N","N","Gp3","Gp2","Y","credit_card"
"1",21000,60,0.1991,555.33,"E",7,"Default",21.58,1,7,0.976,14,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"1",5000,60,0.1399,116.32,"C",2,"Default",11.29,2,5,0.092,5,"N","Y","Y","Gp1","Gp1","Y","debt_consolidation"
"1",1050,36,0.0751,32.67,"A",2,"Default",15.85,1,5,0.738,16,"N","N","Y","Gp1","Gp2","Y","major_purchase"
"1",4000,36,0.1335,135.46,"C",10,"Default",14.74,0,13,0.805,36,"Y","Y","Y","Gp5","Gp5","N","other"
"1",35000,60,0.1306,797.44,"C",10,"Default",25.45,0,13,0.113,55,"Y","N","N","Gp5","Gp2","Y","debt_consolidation"
"1",7000,36,0.1465,241.46,"C",2,"Default",12.13,1,4,0.853,13,"N","N","N","Gp1","Gp3","N","medical"
"1",12000,60,0.1758,206.99,"D",10,"Default",13.18,1,12,0.452,21,"Y","N","N","Gp4","Gp3","N","debt_consolidation"
"1",12000,36,0.1171,396.92,"B",10,"Default",16.36,0,11,0.685,17,"Y","N","N","Gp3","Gp5","Y","debt_consolidation"
"1",6000,36,0.1186,198.89,"B",10,"Default",14.22,1,11,0.73,20,"Y","N","N","Gp1","Gp2","N","small_business"
"1",3000,36,0.1479,103.69,"C",7,"Default",18.96,1,7,0.716,16,"N","N","N","Gp1","Gp4","Y","car"
"1",4500,36,0.1465,155.23,"C",4,"Default",13.02,2,24,0.65,40,"N","N","Y","Gp4","Gp2","N","debt_consolidation"
"1",9450,36,0.1037,306.57,"B",0,"Default",16.69,0,7,0.257,8,"N","Y","N","Gp1","Gp1","Y","home_improvement"
"1",8400,60,0.1793,212.99,"E",10,"Default",4.2,1,6,0.487,9,"Y","N","Y","Gp1","Gp1","Y","major_purchase"
"1",5000,36,0.1099,163.68,"B",0,"Default",17.4,1,7,0.639,13,"N","N","N","Gp2","Gp4","N","car"
"1",10000,36,0.1349,339.31,"C",5,"Default",6.92,2,12,0.695,17,"N","Y","N","Gp3","Gp4","N","small_business"
"1",20000,60,0.1602,486.58,"D",4,"Default",15.34,0,12,0.498,28,"N","N","Y","Gp5","Gp5","Y","credit_card"
"1",17000,60,0.1903,441.28,"E",3,"Default",16.84,3,10,0.892,42,"N","N","N","Gp4","Gp4","N","debt_consolidation"
"1",22400,60,0.2167,614.47,"F",3,"Default",18.65,1,14,0.766,53,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"0",20000,36,0.1615,704.63,"F",10,"Default",21.83,4,9,0.907,25,"Y","N","Y","Gp4","Gp5","N","debt_consolidation"
"1",4200,36,0.1348,142.49,"C",0,"Default",7.4,0,8,0.175,13,"N","Y","Y","Gp1","Gp2","Y","home_improvement"
"1",35000,60,0.1758,880.8,"D",10,"Default",21.95,0,5,0.637,10,"Y","N","N","Gp4","Gp5","Y","debt_consolidation"
"1",21500,60,0.1903,558.08,"E",4,"Default",18.28,0,11,0.511,12,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"0",7500,36,0.0945,240.08,"B",5,"Default",19.46,1,6,0.808,23,"N","N","Y","Gp5","Gp5","N","car"
"1",2000,36,0.079,62.59,"A",4,"Default",25.88,0,7,0.884,18,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",22750,60,0.1269,514.03,"B",10,"Default",25.26,0,7,0.39,30,"Y","Y","Y","Gp2","Gp2","Y","debt_consolidation"
"1",22750,36,0.1496,788.18,"D",3,"Default",7.3,0,7,0.186,20,"N","N","Y","Gp3","Gp1","Y","small_business"
"1",8000,36,0.1269,268.36,"B",2,"Default",23.13,2,6,0.294,16,"N","N","Y","Gp2","Gp1","N","debt_consolidation"
"0",4000,36,0.1442,137.54,"D",0,"Default",22.32,7,4,0.898,14,"N","Y","Y","Gp2","Gp4","N","debt_consolidation"
"1",10000,36,0.1343,339.02,"C",10,"Default",3.92,2,7,0.441,14,"Y","N","N","Gp3","Gp3","N","wedding"
"1",4800,36,0.1799,173.51,"E",6,"Default",1.66,2,2,0.691,5,"N","N","N","Gp3","Gp1","Y","other"
"1",12000,60,0.1991,317.33,"E",2,"Default",8.86,2,10,0.976,36,"N","Y","Y","Gp3","Gp3","Y","debt_consolidation"
"1",20000,60,0.1149,316.63,"B",6,"Default",20.94,0,10,0.312,35,"N","N","N","Gp4","Gp3","Y","debt_consolidation"
"1",14500,36,0.1459,499.75,"D",1,"Default",18.23,0,7,0.491,10,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"1",11625,60,0.1065,250.74,"B",5,"Default",11.49,2,13,0.1,20,"N","N","Y","Gp3","Gp1","N","small_business"
"1",10000,36,0.1316,337.71,"C",1,"Default",15.47,0,12,0.337,21,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",7350,36,0.0766,229.18,"A",10,"Default",14.95,0,4,0.788,9,"Y","N","Y","Gp1","Gp3","Y","other"
"0",7400,36,0.145,254.72,"E",0,"Default",16.78,1,10,0.524,10,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"1",20000,60,0.1839,512.13,"E",10,"Default",10.11,0,13,0.313,36,"Y","Y","Y","Gp3","Gp3","Y","other"
"1",25000,36,0.1062,814,"B",10,"Default",4.36,1,6,0.565,16,"Y","N","N","Gp5","Gp5","N","other"
"0",14400,60,0.1756,362.23,"E",3,"Default",7.06,4,6,0.55,34,"N","Y","N","Gp3","Gp1","Y","debt_consolidation"
"1",20000,36,0.1221,666.3,"B",5,"Default",12.02,3,9,0.574,20,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"1",10000,36,0.1183,331.34,"B",9,"Default",24.13,0,5,0.735,10,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",18200,60,0.1599,442.5,"D",2,"Default",12.57,2,8,0.589,19,"N","N","Y","Gp2","Gp5","N","debt_consolidation"
"1",8000,36,0.1398,273.35,"C",3,"Default",6.82,0,5,0.952,6,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"1",10175,36,0.1299,342.79,"C",3,"Default",24.03,0,9,0.949,17,"N","N","N","Gp5","Gp5","N","debt_consolidation"
"1",3000,36,0.0991,96.68,"B",6,"Default",4.75,3,9,0.555,27,"N","N","Y","Gp2","Gp3","N","wedding"
"1",21000,60,0.1751,527.69,"E",4,"Default",12.58,3,13,0.727,31,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",1300,36,0.1273,43.64,"C",3,"Default",20.63,1,4,0.689,9,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"0",6100,36,0.1607,214.67,"D",10,"Default",17.6,6,14,0.574,28,"Y","N","Y","Gp2","Gp4","Y","small_business"
"1",8500,36,0.1607,299.15,"D",2,"Default",23.07,0,4,0.876,8,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",3500,36,0.1218,116.55,"B",2,"Default",3.44,0,4,0.626,5,"N","N","Y","Gp1","Gp1","N","other"
"1",19200,60,0.1825,490.17,"D",2,"Default",21.92,2,10,0.946,39,"N","N","N","Gp4","Gp4","Y","debt_consolidation"
"1",15000,36,0.1065,488.6,"B",3,"Default",19.08,0,17,0.313,26,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",25000,60,0.1269,564.87,"B",10,"Default",18.07,0,5,0.506,15,"Y","N","Y","Gp2","Gp5","Y","debt_consolidation"
"1",6000,60,0.1854,154.13,"F",0,"Default",15.31,1,3,0.55,3,"N","N","Y","Gp1","Gp4","Y","debt_consolidation"
"1",4200,36,0.1099,137.49,"B",10,"Default",16.85,0,4,0.75,8,"Y","N","Y","Gp1","Gp2","N","other"
"1",6000,36,0.1199,199.26,"B",3,"Default",17.88,1,11,0.736,29,"N","Y","Y","Gp5","Gp4","N","home_improvement"
"1",6000,36,0.1008,193.83,"B",1,"Default",9.3,0,4,0.362,16,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"1",10000,36,0.0766,311.8,"A",8,"Default",17.65,3,14,0.54,33,"N","N","Y","Gp5","Gp5","N","other"
"1",20950,60,0.2136,468.81,"F",5,"Default",19.92,3,28,0.55,61,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",5725,36,0.1479,197.88,"C",3,"Default",14.35,1,3,0,6,"N","N","Y","Gp1","Gp1","Y","debt_consolidation"
"1",20000,60,0.1596,485.94,"C",0,"Default",21.87,2,15,0.51,31,"N","N","N","Gp5","Gp5","Y","medical"
"1",5000,36,0.1635,176.65,"E",5,"Default",7.2,1,3,0.072,7,"N","N","N","Gp2","Gp1","N","small_business"
"1",7750,36,0.1287,260.66,"C",4,"Default",22.42,0,6,0.527,14,"N","N","N","Gp1","Gp3","N","credit_card"
"1",16000,60,0.152,382.33,"D",5,"Default",13.99,0,6,0.862,14,"N","N","N","Gp4","Gp4","Y","debt_consolidation"
"1",12000,36,0.1126,394.36,"B",1,"Default",13.01,0,8,0.673,16,"N","N","N","Gp4","Gp4","Y","small_business"
"1",17400,60,0.1465,410.76,"C",4,"Default",11.25,1,6,0.697,17,"N","N","Y","Gp2","Gp3","Y","debt_consolidation"
"1",7000,60,0.164,171.72,"E",6,"Default",24.88,2,6,0.95,13,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"1",35000,60,0.1523,836.88,"C",10,"Default",25.13,3,11,0.301,27,"Y","N","Y","Gp3","Gp3","Y","credit_card"
"1",9000,36,0.1149,296.75,"B",6,"Default",13.4,0,13,0.55,43,"N","N","Y","Gp5","Gp2","Y","wedding"
"1",25000,36,0.0925,510.66,"B",2,"Default",20.15,1,11,0.54,41,"N","N","Y","Gp5","Gp5","Y","credit_card"
"1",6400,36,0.1166,101.64,"C",0,"Default",20.53,0,11,0.878,28,"N","N","Y","Gp5","Gp5","N","credit_card"
"1",6000,60,0.1349,138.03,"C",0,"Default",24.59,0,17,0.836,27,"N","N","N","Gp1","Gp4","Y","wedding"
"1",9000,36,0.1645,318.42,"E",7,"Default",5.34,0,4,0,12,"N","Y","N","Gp5","Gp1","Y","debt_consolidation"
"1",4000,36,0.1523,139.12,"C",5,"Default",16.49,1,6,0.566,19,"N","Y","Y","Gp2","Gp1","N","major_purchase"
"1",35000,60,0.2274,981.45,"G",10,"Default",17.46,3,12,0.843,29,"Y","N","N","Gp5","Gp4","Y","debt_consolidation"
"1",5500,60,0.1491,130.59,"D",10,"Default",5.57,2,4,0.719,32,"Y","N","Y","Gp5","Gp5","Y","home_improvement"
"1",3500,36,0.0894,111.21,"A",2,"Default",15.8,0,6,0.764,15,"N","N","Y","Gp2","Gp3","N","other"
"0",10000,36,0.1568,350.02,"E",10,"Default",8.83,2,6,0.367,6,"Y","N","N","Gp4","Gp3","N","home_improvement"
"1",9600,60,0.1706,238.9,"E",3,"Default",11.91,0,6,0.607,6,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",19000,60,0.1677,469.86,"D",3,"Default",18.09,1,15,0.696,29,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"0",8325,36,0.1576,148.04,"F",3,"Default",21.5,1,12,0.555,61,"N","N","Y","Gp2","Gp4","N","credit_card"
"1",21500,36,0.0691,662.98,"A",0,"Default",21.82,0,14,0.194,30,"N","N","N","Gp4","Gp5","N","credit_card"
"1",19600,60,0.1799,497.61,"E",10,"Default",16.62,0,10,0.629,24,"Y","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",3300,60,0.1879,85.23,"E",3,"Default",11.12,1,14,0.344,19,"N","N","N","Gp2","Gp1","Y","other"
"1",8000,36,0.1158,264.11,"B",3,"Default",6.89,1,6,0.551,33,"N","N","Y","Gp1","Gp3","N","credit_card"
"1",21800,60,0.2128,593.21,"F",4,"Default",1.46,1,16,0.237,26,"N","N","Y","Gp5","Gp3","Y","house"
"1",8400,60,0.1595,204.05,"D",1,"Default",3.62,0,5,0.336,10,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",3000,36,0.1903,110.02,"E",3,"Default",13.25,0,2,0.987,4,"N","N","N","Gp1","Gp2","Y","other"
"1",12000,36,0.1442,412.6,"D",3,"Default",7.91,1,8,0.858,15,"N","N","Y","Gp1","Gp3","N","debt_consolidation"
"1",25000,60,0.1521,394.96,"D",10,"Default",10.53,0,5,0.932,20,"Y","N","Y","Gp5","Gp5","Y","credit_card"
"1",7000,36,0.08,219.36,"A",10,"Default",15.21,0,10,0.363,19,"Y","N","N","Gp1","Gp4","N","medical"
"1",15000,60,0.1677,370.94,"E",4,"Default",15.48,0,10,0.52,14,"N","N","N","Gp4","Gp3","Y","medical"
"1",18000,60,0.1599,437.63,"D",0,"Default",21.47,1,7,0.681,13,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"1",12000,60,0.1677,296.75,"D",6,"Default",18.66,2,7,0.921,11,"N","N","N","Gp2","Gp5","Y","debt_consolidation"
"0",2400,36,0.1596,84.34,"F",10,"Default",15.86,2,3,0.77,3,"Y","N","N","Gp1","Gp1","N","home_improvement"
"1",10000,60,0.1074,216.13,"B",4,"Default",8.33,1,6,0.504,25,"N","N","Y","Gp5","Gp4","Y","small_business"
"1",2800,60,0.1521,66.93,"D",7,"Default",20.05,2,8,0.936,14,"N","N","Y","Gp4","Gp5","Y","home_improvement"
"1",3500,36,0.1221,116.61,"B",9,"Default",15.07,2,8,0.255,37,"N","N","N","Gp3","Gp4","Y","other"
"1",5000,36,0.1474,172.69,"D",2,"Default",9.81,2,9,0.451,13,"N","N","N","Gp3","Gp2","N","educational"
"1",25000,60,0.1793,633.89,"E",10,"Default",2.14,0,10,0.843,13,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",15600,36,0.1253,522.08,"B",2,"Default",9.05,0,9,0.225,12,"N","N","Y","Gp4","Gp2","Y","debt_consolidation"
"1",14300,60,0.2089,385.98,"F",1,"Default",10.93,1,22,0.4,58,"N","N","N","Gp4","Gp5","Y","debt_consolidation"
"1",6000,36,0.1461,206.86,"D",10,"Default",12.95,3,14,0.479,29,"Y","N","Y","Gp3","Gp3","N","debt_consolidation"
"1",2500,60,0.1596,60.75,"C",4,"Default",15.75,2,5,0.674,16,"N","N","N","Gp3","Gp2","Y","other"
"1",13750,60,0.1632,336.72,"D",2,"Default",21.77,0,10,0.794,16,"N","N","Y","Gp1","Gp4","Y","debt_consolidation"
"0",2400,36,0.1317,81.07,"D",2,"Default",24.51,0,3,0,5,"N","N","Y","Gp1","Gp1","Y","other"
"1",7000,36,0.1465,241.46,"C",6,"Default",23.52,2,20,0.539,57,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
