"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","verified","purpose_mod","revolbal_bin","loanstatus"
"1",2000,36,0.1269,67.09,"B",10,"Default",12.47,0,5,0.469,18,"Y","N","Y","Gp3","N","other","Gp2","Default"
"0",10000,36,0.1372,340.42,"C",10,"Default",16.66,5,13,0.139,25,"Y","N","N","Gp5","Y","home_improvement","Gp1","Default"
"1",6000,60,0.1936,156.84,"F",10,"Default",11.46,1,13,0.77,18,"Y","N","N","Gp2","Y","debt_consolidation","Gp3","Default"
"1",25000,36,0.1126,821.59,"B",9,"Default",7,3,6,0.399,26,"N","N","Y","Gp4","Y","home_improvement","Gp2","Default"
"1",9000,60,0.1427,210.68,"C",4,"Default",5.64,0,4,0.849,10,"N","N","N","Gp1","Y","other","Gp2","Default"
"0",1000,36,0.1659,35.45,"G",2,"Default",27.55,3,15,0.771,20,"N","N","N","Gp1","N","debt_consolidation","Gp3","Default"
"1",15000,60,0.1479,355.2,"C",5,"Default",5.88,1,15,0.174,22,"N","N","Y","Gp3","Y","home_improvement","Gp2","Default"
"1",15250,36,0.1568,533.78,"E",1,"Default",10.98,1,31,0.393,43,"N","N","Y","Gp3","N","home_improvement","Gp5","Default"
"1",10000,60,0.1399,232.64,"C",10,"Default",6.33,2,5,0.328,14,"Y","N","N","Gp4","Y","other","Gp1","Default"
"1",12000,36,0.1171,396.92,"B",10,"Default",16.36,0,11,0.685,17,"Y","N","N","Gp3","Y","debt_consolidation","Gp5","Default"
"1",3250,36,0.1435,111.64,"C",4,"Default",14.82,0,6,0.674,9,"N","N","N","Gp1","Y","debt_consolidation","Gp2","Default"
"1",12625,36,0.079,395.04,"A",1,"Default",23.63,0,10,0.799,30,"N","N","Y","Gp3","Y","debt_consolidation","Gp4","Default"
"1",10000,60,0.1149,219.88,"B",10,"Default",4.37,3,7,0.07,18,"Y","N","Y","Gp5","Y","small_business","Gp1","Default"
"1",4000,36,0.1595,140.53,"D",4,"Default",12.56,0,5,0.005,14,"N","Y","N","Gp2","Y","major_purchase","Gp1","Default"
"1",7000,60,0.1528,167.57,"D",10,"Default",5.47,1,10,0.574,43,"Y","N","Y","Gp4","N","credit_card","Gp4","Default"
"1",7000,36,0.1074,228.32,"B",10,"Default",17.24,0,10,0.986,30,"Y","N","Y","Gp4","N","debt_consolidation","Gp4","Default"
"0",4800,36,0.16,168.76,"E",10,"Default",13.8,6,12,0.542,20,"Y","N","N","Gp3","N","home_improvement","Gp3","Default"
"1",6000,36,0.1649,212.4,"D",0,"Default",17.16,2,7,0.609,9,"N","N","Y","Gp3","Y","vacation","Gp1","Default"
"1",30000,60,0.2352,854.71,"G",3,"Default",8.54,1,4,0.917,17,"N","N","N","Gp5","Y","debt_consolidation","Gp5","Default"
"1",14000,60,0.1751,351.79,"E",10,"Default",13.28,0,11,0.344,22,"Y","N","Y","Gp5","Y","home_improvement","Gp2","Default"
"1",7000,60,0.1904,181.74,"F",2,"Default",6.09,0,5,0.93,9,"N","N","N","Gp5","Y","house","Gp3","Default"
"1",16000,60,0.1223,253.24,"C",5,"Default",12.03,1,5,0.22,10,"N","N","Y","Gp2","Y","other","Gp2","Default"
"1",20000,36,0.1825,725.56,"F",7,"Default",16.95,1,14,0.525,32,"N","Y","N","Gp3","Y","debt_consolidation","Gp4","Default"
"1",33500,60,0.2174,582.4,"F",10,"Default",2.77,1,2,0.131,14,"Y","N","N","Gp5","Y","debt_consolidation","Gp1","Default"
"1",13600,36,0.1242,454.45,"B",10,"Default",12.46,0,3,0.815,17,"Y","Y","Y","Gp5","Y","debt_consolidation","Gp1","Default"
"1",35000,60,0.1799,554.1,"E",0,"Default",10.13,0,6,0.568,12,"N","Y","Y","Gp4","Y","small_business","Gp5","Default"
"1",25300,36,0.1099,828.17,"B",10,"Default",1.68,0,10,0.197,42,"Y","N","N","Gp5","Y","small_business","Gp2","Default"
"1",6500,60,0.1268,146.84,"C",0,"Default",20.98,0,6,0.741,18,"N","N","N","Gp1","N","debt_consolidation","Gp4","Default"
"1",35000,60,0.1562,844.09,"D",10,"Default",8.16,4,8,0.445,30,"Y","N","N","Gp4","Y","debt_consolidation","Gp5","Default"
"1",11100,36,0.0662,340.82,"A",10,"Default",29.85,1,8,0.623,18,"Y","N","N","Gp2","Y","credit_card","Gp4","Default"
"1",12375,60,0.2313,349.79,"G",5,"Default",20.88,0,27,0.225,31,"N","N","N","Gp2","N","other","Gp4","Default"
"0",10750,60,0.1719,268.27,"E",10,"Default",22.95,4,10,0.843,42,"Y","N","Y","Gp3","N","credit_card","Gp5","Default"
"1",11200,36,0.1323,378.62,"C",7,"Default",7.07,0,10,0.412,22,"N","N","N","Gp1","N","debt_consolidation","Gp3","Default"
"1",15000,36,0.1565,524.8,"D",0,"Default",3.41,2,7,0.59,10,"N","N","Y","Gp5","N","debt_consolidation","Gp5","Default"
"1",4950,60,0.1565,119.46,"D",5,"Default",19.41,1,7,0.749,12,"N","N","Y","Gp1","N","small_business","Gp4","Default"
"1",4500,60,0.1645,110.52,"E",5,"Default",22.65,1,7,0.672,15,"N","N","N","Gp1","Y","major_purchase","Gp2","Default"
"1",9900,60,0.0999,210.3,"B",7,"Default",10.72,0,4,0.472,8,"N","N","Y","Gp1","Y","debt_consolidation","Gp3","Default"
"1",10000,36,0.0542,301.6,"A",6,"Default",10.08,2,8,0.194,28,"N","N","Y","Gp2","N","debt_consolidation","Gp2","Default"
"1",10000,36,0.1099,327.36,"B",7,"Default",0.99,3,5,0.024,6,"N","N","N","Gp5","N","debt_consolidation","Gp1","Default"
"1",19000,60,0.1149,296.84,"B",9,"Default",21.12,0,12,0.754,17,"N","N","N","Gp2","N","debt_consolidation","Gp5","Default"
"1",4800,36,0.0963,154.06,"A",0,"Default",7.67,2,8,0.548,14,"N","N","N","Gp1","N","other","Gp2","Default"
"1",10000,60,0.152,238.96,"D",5,"Default",17.68,0,13,0.687,28,"N","N","Y","Gp4","N","wedding","Gp4","Default"
"1",11500,36,0.1149,379.17,"B",0,"Default",13.23,1,15,0.034,63,"N","N","N","Gp2","Y","moving","Gp1","Default"
"1",18000,60,0.1059,387.7,"B",10,"Default",13.96,0,18,0.291,48,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","Default"
"1",6000,60,0.1645,147.35,"E",10,"Default",19.85,0,13,0.802,29,"Y","N","Y","Gp2","N","debt_consolidation","Gp4","Default"
"1",20000,60,0.1323,457.42,"C",6,"Default",23.98,3,17,0.703,39,"N","N","N","Gp5","Y","debt_consolidation","Gp5","Default"
"0",11200,36,0.145,385.52,"E",1,"Default",20.02,6,18,0.509,40,"N","N","Y","Gp4","N","debt_consolidation","Gp3","Default"
"1",13750,60,0.1149,302.33,"B",6,"Default",2.91,2,8,0.371,11,"N","N","Y","Gp1","N","credit_card","Gp1","Default"
"1",25000,36,0.1645,884.5,"E",10,"Default",9.97,0,8,0.87,22,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","Default"
"0",1675,36,0.1628,59.12,"F",4,"Default",26.52,0,16,0.885,31,"N","N","Y","Gp4","N","home_improvement","Gp5","Default"
"1",20000,36,0.1427,686.18,"C",10,"Default",14.69,2,12,0.788,25,"Y","N","N","Gp5","Y","debt_consolidation","Gp4","Default"
"1",15000,36,0.1527,521.97,"C",10,"Default",10.72,2,7,0.752,18,"Y","N","N","Gp3","Y","debt_consolidation","Gp4","Default"
"1",6600,36,0.1533,229.87,"D",2,"Default",10.88,0,11,0.573,11,"N","N","N","Gp1","Y","educational","Gp2","Default"
"1",23975,36,0.1253,802.36,"B",10,"Default",12.46,2,5,0,14,"Y","N","N","Gp2","Y","major_purchase","Gp1","Default"
"1",13150,60,0.1349,302.52,"C",10,"Default",23.84,1,15,0.602,40,"Y","N","Y","Gp3","Y","debt_consolidation","Gp5","Default"
"1",10200,36,0.1037,330.91,"B",5,"Default",13.15,0,5,0.695,15,"N","N","Y","Gp2","N","debt_consolidation","Gp2","Default"
"1",5500,36,0.1491,190.42,"D",2,"Default",18.3,0,9,0.583,11,"N","N","N","Gp1","Y","debt_consolidation","Gp3","Default"
"1",5500,36,0.1316,185.74,"C",1,"Default",23.52,2,7,0.868,28,"N","N","Y","Gp1","Y","home_improvement","Gp5","Default"
"1",21000,36,0.1171,694.6,"B",0,"Default",9.84,0,13,0.76,28,"N","N","N","Gp5","Y","credit_card","Gp4","Default"
"1",4750,36,0.1459,163.71,"D",3,"Default",11.92,1,2,0.669,8,"N","N","N","Gp1","N","small_business","Gp1","Default"
"1",7000,36,0.1704,249.72,"E",0,"Default",6.9,1,7,0.76,13,"N","Y","N","Gp2","N","small_business","Gp2","Default"
"1",4800,60,0.1528,114.9,"D",10,"Default",23.61,1,22,0.591,40,"Y","N","N","Gp4","Y","other","Gp5","Default"
"1",13000,36,0.0849,410.32,"A",3,"Default",11.69,3,9,0.045,26,"N","N","Y","Gp4","N","debt_consolidation","Gp3","Default"
"1",5000,36,0.0849,157.82,"A",3,"Default",16.5,0,14,0.506,22,"N","Y","N","Gp2","N","vacation","Gp3","Default"
"1",4800,60,0.1749,120.57,"D",7,"Default",8.9,3,11,0.555,23,"N","N","Y","Gp3","Y","other","Gp2","Default"
"1",8000,36,0.1253,267.74,"B",0,"Default",7.04,3,6,0.909,25,"N","N","Y","Gp3","Y","credit_card","Gp3","Default"
"1",21000,60,0.1299,477.71,"C",3,"Default",13.52,0,16,0.68,41,"N","N","N","Gp5","Y","wedding","Gp5","Default"
"1",20000,36,0.0888,634.88,"B",10,"Default",10.35,2,6,0.736,14,"Y","N","N","Gp2","Y","credit_card","Gp4","Default"
"0",2000,36,0.1112,65.6,"B",3,"Default",13.28,4,10,0.847,35,"N","N","N","Gp2","N","debt_consolidation","Gp3","Default"
"1",13800,36,0.1357,468.77,"C",2,"Default",17.5,1,6,0.702,29,"N","N","N","Gp3","N","debt_consolidation","Gp4","Default"
"0",8000,36,0.16,281.26,"D",5,"Default",20.26,7,9,0.327,10,"N","N","N","Gp3","N","major_purchase","Gp1","Default"
"1",12000,36,0.1111,393.5,"B",4,"Default",0.77,0,3,0.309,12,"N","N","N","Gp1","Y","wedding","Gp1","Default"
"1",30000,60,0.1749,599.67,"D",3,"Default",28.87,0,8,0.36,25,"N","N","N","Gp4","Y","debt_consolidation","Gp3","Default"
"1",17725,36,0.1149,584.42,"B",10,"Default",13.16,1,9,0.401,27,"Y","N","N","Gp2","Y","debt_consolidation","Gp2","Default"
"1",35000,60,0.1599,617.55,"D",7,"Default",14.66,1,10,0,12,"N","Y","N","Gp4","Y","small_business","Gp1","Default"
"1",14000,60,0.1491,332.4,"D",2,"Default",22.55,2,9,0.684,32,"N","N","Y","Gp3","Y","home_improvement","Gp4","Default"
"0",18000,60,0.2016,478.5,"G",4,"Default",23.17,6,16,0.572,44,"N","N","N","Gp3","Y","debt_consolidation","Gp5","Default"
"1",18000,60,0.2206,497.76,"F",2,"Default",16.18,2,18,0.964,42,"N","N","Y","Gp2","Y","debt_consolidation","Gp4","Default"
"1",15000,36,0.0849,473.45,"A",7,"Default",15.21,0,12,0.407,25,"N","N","N","Gp5","Y","credit_card","Gp3","Default"
"1",25000,36,0.1343,847.54,"C",10,"Default",13.7,1,8,0.579,29,"Y","N","Y","Gp4","Y","credit_card","Gp5","Default"
"1",1500,60,0.1756,37.74,"E",0,"Default",3.17,1,3,0.566,4,"N","N","N","Gp2","N","educational","Gp2","Default"
"0",925,36,0.1039,30.02,"B",2,"Default",11.85,15,33,0.168,63,"N","N","Y","Gp5","N","home_improvement","Gp5","Default"
"1",16000,36,0.1379,545.21,"C",0,"Default",10.95,0,14,0.645,21,"N","N","N","Gp4","Y","credit_card","Gp4","Default"
"1",8000,60,0.1268,180.72,"C",10,"Default",20.34,1,17,0.443,43,"Y","N","Y","Gp3","Y","debt_consolidation","Gp5","Default"
"1",10600,60,0.1677,262.13,"D",1,"Default",13.04,2,7,0.844,13,"N","N","Y","Gp4","Y","car","Gp2","Default"
"1",4000,36,0.1112,131.19,"B",10,"Default",15.25,2,18,0.456,27,"Y","N","N","Gp4","Y","debt_consolidation","Gp4","Default"
"1",20000,36,0.16,703.15,"D",2,"Default",0.6,0,3,0.079,22,"N","N","N","Gp3","N","other","Gp1","Default"
"1",18000,60,0.1523,430.4,"C",10,"Default",13.08,1,4,0.437,29,"Y","N","Y","Gp3","Y","debt_consolidation","Gp1","Default"
"0",10000,36,0.1218,333,"B",10,"Default",12.45,2,15,0.815,53,"Y","N","Y","Gp3","N","credit_card","Gp5","Default"
"1",17500,60,0.1867,450.79,"F",2,"Default",17.96,2,14,0.87,33,"N","N","Y","Gp4","Y","small_business","Gp4","Default"
"1",3000,60,0.1273,67.85,"C",2,"Default",17.66,2,6,0.959,22,"N","N","N","Gp3","N","other","Gp5","Default"
"1",3000,36,0.0662,92.12,"A",10,"Default",3.67,2,6,0.156,15,"Y","N","N","Gp1","N","credit_card","Gp1","Default"
"1",10000,36,0.1459,344.65,"D",4,"Default",21.48,0,10,0.586,10,"N","N","N","Gp1","N","credit_card","Gp3","Default"
"1",10000,36,0.1099,327.34,"B",2,"Default",23.46,0,15,0.734,27,"N","N","Y","Gp4","Y","debt_consolidation","Gp5","Default"
"1",4000,36,0.1051,130.03,"B",0,"Default",5.07,0,9,0.561,14,"N","N","N","Gp5","N","other","Gp4","Default"
"1",7000,60,0.1749,175.82,"D",6,"Default",10,1,7,0.599,10,"N","N","Y","Gp2","N","major_purchase","Gp3","Default"
"1",16000,60,0.1629,391.56,"D",10,"Default",28.53,6,7,0.924,22,"Y","N","Y","Gp3","Y","small_business","Gp5","Default"
"1",10000,36,0.0988,322.11,"B",0,"Default",13.39,0,4,0,20,"N","N","N","Gp2","N","major_purchase","Gp1","Default"
"1",9000,36,0.1171,297.69,"B",1,"Default",19.22,0,9,0.633,16,"N","N","N","Gp2","N","debt_consolidation","Gp4","Default"
"1",14500,36,0.1557,506.71,"D",6,"Default",21.88,0,8,0.679,20,"N","N","N","Gp2","Y","debt_consolidation","Gp3","Default"
"1",4200,36,0.0991,135.35,"B",4,"Default",20.83,0,10,0.262,23,"N","Y","N","Gp2","N","other","Gp1","Default"
"1",2000,36,0.079,62.59,"A",4,"Default",25.88,0,7,0.884,18,"N","N","N","Gp1","N","debt_consolidation","Gp3","Default"
"1",25000,60,0.1269,564.87,"B",10,"Default",18.07,0,5,0.506,15,"Y","N","Y","Gp2","Y","debt_consolidation","Gp5","Default"
"1",24000,36,0.1074,782.78,"B",1,"Default",28.98,0,6,0.937,32,"N","N","Y","Gp4","Y","debt_consolidation","Gp5","Default"
"1",9600,60,0.1268,216.87,"C",9,"Default",18.59,3,7,0.567,21,"N","N","Y","Gp4","Y","debt_consolidation","Gp2","Default"
"0",20000,36,0.1809,723.91,"F",4,"Default",24.13,5,12,0.47,32,"N","N","N","Gp4","Y","small_business","Gp1","Default"
"0",10750,60,0.152,256.88,"D",2,"Default",24.03,7,16,0.203,23,"N","N","N","Gp1","Y","debt_consolidation","Gp3","Default"
"1",26000,60,0.1899,674.32,"F",10,"Default",10.9,0,7,0.817,26,"Y","N","Y","Gp3","Y","debt_consolidation","Gp4","Default"
"1",16000,60,0.2235,445.1,"F",1,"Default",21.16,1,25,0.723,49,"N","Y","Y","Gp5","Y","other","Gp5","Default"
"1",16000,60,0.1727,399.97,"D",10,"Default",19.26,1,7,0.769,16,"Y","N","N","Gp4","Y","major_purchase","Gp2","Default"
"1",8000,60,0.1682,198.05,"E",5,"Default",22.55,1,12,0.79,45,"N","N","N","Gp4","Y","major_purchase","Gp5","Default"
"1",5600,36,0.1596,196.77,"C",0,"Default",10.29,1,15,0.42,19,"N","N","N","Gp2","Y","debt_consolidation","Gp3","Default"
"1",1800,36,0.1409,61.6,"D",10,"Default",16.5,1,5,0.93,18,"Y","N","Y","Gp2","N","major_purchase","Gp5","Default"
"1",12800,60,0.2174,351.64,"F",0,"Default",6.49,1,3,0.715,4,"N","N","N","Gp1","Y","debt_consolidation","Gp1","Default"
"1",2900,60,0.1343,66.63,"C",3,"Default",14.9,1,14,0.361,38,"N","N","N","Gp4","N","car","Gp2","Default"
"1",16500,60,0.1521,342.97,"D",0,"Default",20.49,2,6,0.313,14,"N","N","N","Gp2","Y","credit_card","Gp2","Default"
"1",5000,36,0.1399,170.87,"C",1,"Default",8.69,1,4,0.89,17,"N","N","N","Gp2","N","small_business","Gp2","Default"
"0",10000,36,0.1533,348.29,"D",3,"Default",14.02,7,16,0.049,43,"N","N","Y","Gp5","N","small_business","Gp2","Default"
"1",7700,36,0.1677,273.65,"D",3,"Default",18.58,0,6,0.829,11,"N","N","N","Gp1","Y","other","Gp3","Default"
"1",8500,36,0.1645,300.71,"E",0,"Default",15.83,0,5,0.976,12,"N","N","Y","Gp1","N","debt_consolidation","Gp3","Default"
"1",9000,60,0.1521,215.11,"D",5,"Default",14.59,0,10,0.928,22,"N","N","Y","Gp4","N","debt_consolidation","Gp5","Default"
"1",7125,36,0.0751,221.67,"A",0,"Default",18.12,0,7,0.68,20,"N","N","Y","Gp1","N","debt_consolidation","Gp4","Default"
"1",15000,36,0.1398,512.52,"C",9,"Default",14.46,2,12,0.625,22,"N","N","N","Gp2","Y","debt_consolidation","Gp3","Default"
"0",6000,36,0.1298,202.11,"C",9,"Default",23.56,4,22,0.4,45,"N","N","Y","Gp5","Y","home_improvement","Gp5","Default"
"1",25000,60,0.2128,680.28,"F",10,"Default",19.25,2,8,0.841,13,"Y","N","N","Gp4","Y","credit_card","Gp4","Default"
"1",15000,36,0.0999,483.94,"B",6,"Default",13.2,7,17,0.463,54,"N","N","Y","Gp5","Y","debt_consolidation","Gp4","Default"
"1",6000,36,0.1065,195.44,"B",6,"Default",12.33,0,14,0.685,27,"N","N","Y","Gp3","N","credit_card","Gp3","Default"
"1",15000,36,0.0963,481.41,"B",10,"Default",24.75,0,14,0.661,39,"Y","N","N","Gp2","N","debt_consolidation","Gp5","Default"
"1",6400,36,0.1565,223.92,"D",2,"Default",8.94,0,5,0,17,"N","N","N","Gp2","N","debt_consolidation","Gp1","Default"
"1",1000,36,0.1629,35.31,"D",0,"Default",22.08,0,7,0.703,10,"N","N","Y","Gp1","Y","debt_consolidation","Gp2","Default"
"1",7475,36,0.079,233.9,"A",3,"Default",14.29,0,9,0.607,35,"N","N","Y","Gp3","N","debt_consolidation","Gp3","Default"
"1",10500,36,0.0938,335.76,"A",1,"Default",6.41,2,9,0.114,14,"N","N","N","Gp3","Y","small_business","Gp1","Default"
"1",5425,36,0.1059,176.56,"B",0,"Default",16.62,1,10,0.765,33,"N","N","N","Gp4","N","debt_consolidation","Gp5","Default"
"1",15850,36,0.1114,519.94,"B",10,"Default",9.5,3,15,0.237,44,"Y","N","N","Gp4","Y","debt_consolidation","Gp4","Default"
"1",3000,36,0.1099,98.21,"B",2,"Default",12.96,1,16,0.322,30,"N","N","Y","Gp2","Y","debt_consolidation","Gp3","Default"
"1",12000,60,0.1523,286.93,"C",7,"Default",20.18,1,10,0.642,12,"N","N","Y","Gp2","N","credit_card","Gp4","Default"
"0",10000,60,0.1793,253.56,"E",4,"Default",10.8,5,7,0.561,15,"N","N","Y","Gp4","N","debt_consolidation","Gp4","Default"
"0",8500,36,0.2053,318.19,"G",10,"Default",24.67,9,7,0.914,13,"Y","N","N","Gp2","Y","debt_consolidation","Gp2","Default"
"1",15000,60,0.1854,385.33,"F",3,"Default",14.54,0,4,0.92,8,"N","N","N","Gp3","Y","debt_consolidation","Gp5","Default"
"1",12200,60,0.1099,190.21,"B",6,"Default",8.04,0,7,0.862,19,"N","N","N","Gp3","Y","debt_consolidation","Gp2","Default"
"1",1000,36,0.1025,32.39,"B",6,"Default",24.21,3,7,0.893,21,"N","N","N","Gp1","N","major_purchase","Gp2","Default"
"1",16000,60,0.0999,221.45,"B",3,"Default",5.47,0,5,0.552,12,"N","N","Y","Gp1","Y","credit_card","Gp4","Default"
"1",13500,60,0.1199,207.39,"B",2,"Default",20.57,0,14,0.265,23,"N","N","Y","Gp1","Y","debt_consolidation","Gp3","Default"
"0",10075,36,0.1071,328.47,"B",1,"Default",13.43,8,15,0.465,31,"N","N","N","Gp5","N","small_business","Gp5","Default"
"1",10050,60,0.1727,251.23,"D",10,"Default",17.54,1,10,0.899,16,"Y","N","Y","Gp4","Y","home_improvement","Gp4","Default"
"1",10000,36,0.08,70.51,"A",4,"Default",12.55,0,10,0.014,33,"N","N","Y","Gp3","N","other","Gp5","Default"
"1",1500,60,0.1649,36.87,"D",0,"Default",18,2,7,0.181,11,"N","N","N","Gp1","Y","other","Gp1","Default"
"1",23200,60,0.2352,660.97,"G",10,"Default",7.89,1,10,0.991,22,"Y","N","Y","Gp4","Y","debt_consolidation","Gp3","Default"
"1",9250,36,0.1311,312.14,"C",5,"Default",18.72,1,6,0.625,21,"N","N","N","Gp1","N","debt_consolidation","Gp4","Default"
"1",23000,60,0.1793,370.19,"E",6,"Default",16.3,0,8,0.907,13,"N","N","N","Gp3","Y","debt_consolidation","Gp5","Default"
"1",4000,36,0.0894,127.09,"A",4,"Default",12.24,4,7,0.383,8,"N","N","N","Gp3","Y","car","Gp3","Default"
"1",6500,60,0.1112,141.72,"B",0,"Default",12.77,1,8,0.596,12,"N","N","N","Gp1","N","debt_consolidation","Gp2","Default"
"1",1200,36,0.0729,37.22,"A",4,"Default",25.5,0,8,0,10,"N","N","N","Gp1","Y","house","Gp1","Default"
"1",8000,60,0.1361,184.54,"C",3,"Default",17.58,0,3,0.455,10,"N","N","Y","Gp1","Y","debt_consolidation","Gp2","Default"
"1",21600,36,0.1727,773.01,"D",2,"Default",10.85,0,8,0.953,18,"N","N","Y","Gp3","Y","home_improvement","Gp5","Default"
"1",3500,36,0.1558,122.33,"D",2,"Default",9.95,2,9,0.51,11,"N","N","Y","Gp1","Y","debt_consolidation","Gp2","Default"
"1",20500,60,0.1904,532.24,"F",3,"Default",18.63,0,10,0.749,36,"N","N","Y","Gp3","Y","debt_consolidation","Gp3","Default"
"0",20000,36,0.1039,649.02,"B",2,"Default",2.94,8,14,0.052,48,"N","N","Y","Gp5","N","home_improvement","Gp2","Default"
"1",4800,60,0.2285,134.91,"G",0,"Default",7.51,3,4,0.981,12,"N","N","N","Gp5","Y","car","Gp1","Default"
"1",15350,60,0.1788,388.79,"E",10,"Default",14.6,0,14,0.952,39,"Y","N","Y","Gp5","N","debt_consolidation","Gp5","Default"
"1",11000,36,0.0579,333.6,"A",5,"Default",17.09,0,10,0.129,23,"N","N","Y","Gp3","Y","debt_consolidation","Gp2","Default"
"1",5000,36,0.1635,176.65,"E",4,"Default",3.16,1,2,0,6,"N","N","N","Gp3","N","other","Gp1","Default"
"1",25000,36,0.1336,846.7,"D",4,"Default",16.62,1,10,0.474,30,"N","N","Y","Gp5","Y","small_business","Gp5","Default"
"1",10000,36,0.1385,341.04,"C",10,"Default",7.25,3,23,0.507,41,"Y","N","N","Gp5","N","credit_card","Gp5","Default"
"1",30000,60,0.1799,761.64,"E",7,"Default",14.44,0,6,0.23,12,"N","N","N","Gp3","Y","debt_consolidation","Gp3","Default"
"0",15000,36,0.1583,526.1,"F",2,"Default",17.28,2,11,0.922,23,"N","N","N","Gp3","N","debt_consolidation","Gp3","Default"
"1",6000,36,0.1349,203.59,"C",10,"Default",6.43,1,5,0.498,16,"Y","Y","N","Gp4","Y","other","Gp1","Default"
"1",10500,36,0.1558,366.98,"D",0,"Default",20.95,1,9,0.595,23,"N","N","N","Gp2","N","other","Gp2","Default"
"1",14400,60,0.1929,375.85,"F",9,"Default",18.05,0,4,0.904,16,"N","N","Y","Gp2","N","debt_consolidation","Gp4","Default"
"1",20000,36,0.1349,678.61,"C",8,"Default",14.14,0,10,0.446,48,"N","Y","N","Gp4","Y","debt_consolidation","Gp5","Default"
"1",6000,60,0.1879,154.96,"E",0,"Default",18.86,2,15,0.543,27,"N","Y","N","Gp3","Y","debt_consolidation","Gp5","Default"
"1",30225,60,0.1399,703.13,"C",4,"Default",17.1,3,9,0.28,32,"N","N","Y","Gp3","Y","small_business","Gp3","Default"
"0",5000,36,0.1284,168.09,"C",10,"Default",8.66,6,11,0,25,"Y","N","Y","Gp2","N","educational","Gp1","Default"
"1",12175,60,0.1299,276.96,"C",6,"Default",9.35,1,6,0.465,27,"N","N","Y","Gp1","Y","other","Gp3","Default"
"1",19000,60,0.1677,469.86,"D",3,"Default",18.09,1,15,0.696,29,"N","N","Y","Gp1","Y","debt_consolidation","Gp3","Default"
"1",6000,36,0.1459,206.79,"D",3,"Default",0,0,5,0,6,"N","Y","N","Gp1","N","major_purchase","Gp1","Default"
"1",18000,60,0.1171,397.77,"B",8,"Default",18.27,0,9,0.574,20,"N","N","N","Gp2","N","medical","Gp4","Default"
"1",10000,36,0.1299,336.9,"C",1,"Default",24.14,1,10,0.426,17,"N","N","Y","Gp1","N","debt_consolidation","Gp3","Default"
"1",5000,60,0.2011,132.78,"G",4,"Default",22.77,3,26,0.723,39,"N","N","Y","Gp3","Y","debt_consolidation","Gp3","Default"
"1",20000,60,0.1689,495.87,"D",1,"Default",17.06,0,5,0.964,13,"N","N","N","Gp2","Y","credit_card","Gp4","Default"
"1",18200,36,0.1199,604.42,"B",8,"Default",10.3,0,4,0.849,8,"N","N","Y","Gp3","Y","debt_consolidation","Gp3","Default"
"1",16000,36,0.1348,542.79,"C",2,"Default",11.1,2,16,0.033,44,"N","N","Y","Gp5","N","debt_consolidation","Gp1","Default"
"1",9700,36,0.0888,307.92,"B",1,"Default",0.96,2,4,0.097,7,"N","N","N","Gp3","Y","other","Gp1","Default"
"1",25000,36,0.0749,777.55,"A",3,"Default",17.05,3,10,0.228,43,"N","N","Y","Gp3","Y","debt_consolidation","Gp4","Default"
"0",12000,36,0.1385,409.26,"C",0,"Default",4.33,4,6,0.112,9,"N","N","N","Gp1","Y","small_business","Gp1","Default"
"0",2500,36,0.1324,84.53,"D",1,"Default",3.94,1,8,0.642,12,"N","N","N","Gp1","N","debt_consolidation","Gp2","Default"
"1",28000,36,0.1199,929.87,"B",10,"Default",8.88,0,9,0.776,16,"Y","N","N","Gp5","Y","house","Gp5","Default"
"1",25000,60,0.1645,613.95,"E",3,"Default",10.73,0,7,0.682,13,"N","N","N","Gp5","Y","debt_consolidation","Gp5","Default"
"1",13000,60,0.183,221.71,"F",2,"Default",20.51,1,13,0.895,34,"N","N","Y","Gp3","Y","debt_consolidation","Gp4","Default"
"1",16000,60,0.1825,408.48,"D",10,"Default",18.39,2,15,0.945,23,"Y","N","Y","Gp2","Y","credit_card","Gp5","Default"
"1",18000,60,0.1677,445.13,"D",6,"Default",18.42,3,7,0.734,20,"N","N","Y","Gp2","N","home_improvement","Gp3","Default"
"1",5000,36,0.1322,169.01,"C",2,"Default",15.4,2,10,0.921,20,"N","N","Y","Gp5","N","home_improvement","Gp5","Default"
"1",3250,36,0.0714,100.56,"A",2,"Default",22.65,2,14,0.529,32,"N","N","Y","Gp2","N","debt_consolidation","Gp5","Default"
"1",35000,60,0.1864,901.01,"E",10,"Default",20.66,1,12,0.596,14,"Y","N","N","Gp4","Y","debt_consolidation","Gp4","Default"
"0",6250,36,0.1754,224.52,"G",0,"Default",19.85,9,17,0.587,32,"N","N","N","Gp1","N","debt_consolidation","Gp4","Default"
"1",7500,36,0.1197,249,"C",10,"Default",21.63,2,18,0.408,36,"Y","N","N","Gp4","N","debt_consolidation","Gp5","Default"
"1",18400,60,0.2313,520.08,"G",10,"Default",7.86,3,5,0.429,19,"Y","Y","Y","Gp4","Y","house","Gp2","Default"
"1",5550,36,0.1136,182.66,"B",5,"Default",1.59,0,4,0.322,5,"N","N","N","Gp1","N","car","Gp1","Default"
